Context,Target,Images,Labels
"at((2, 1),_u0). at((7, 4),_u1). at((0, 7),_u2). at((7, 2),_u3). at((3, 3),_u4). at((5, 6),_u5). at((0, 1),_u6). at((1, 7),_u7). at((4, 0),_u8). at((1, 4),_u9).",sat.,"[28403, 31158, 28139, 26554, 19029, 25507, 31186, 28146, 19036, 28408]","[0, 5, 4, 3, 1, 2, 5, 4, 1, 0]"
"at((2, 1),_u0). at((6, 0),_u1). at((1, 7),_u2). at((5, 2),_u3). at((3, 3),_u4). at((4, 6),_u5). at((6, 4),_u6).",sat.,"[26555, 28412, 28159, 19051, 31190, 25510, 28414]","[3, 0, 4, 1, 5, 2, 0]"
"at((7, 5),_u0). at((0, 5),_u1). at((1, 0),_u2). at((7, 2),_u3). at((7, 4),_u4). at((3, 7),_u5). at((5, 6),_u6). at((4, 3),_u7). at((2, 1),_u8).",sat.,"[26561, 31211, 25516, 28423, 28164, 19058, 28427, 25517, 31214]","[3, 5, 2, 0, 4, 1, 0, 2, 5]"
"at((2, 5),_u0). at((5, 7),_u1). at((7, 3),_u2). at((0, 0),_u3). at((7, 1),_u4). at((6, 7),_u5). at((3, 1),_u6).",sat.,"[19068, 26593, 28428, 25519, 31222, 28173, 26596]","[1, 3, 0, 2, 5, 4, 3]"
"at((0, 6),_u0). at((6, 2),_u1). at((4, 0),_u2). at((5, 5),_u3). at((1, 2),_u4). at((6, 5),_u5). at((2, 7),_u6). at((1, 1),_u7). at((7, 5),_u8). at((3, 5),_u9). at((1, 4),_u10).",sat.,"[19070, 28451, 25526, 28190, 31230, 26625, 19071, 28217, 26629, 31242, 28452]","[1, 0, 2, 4, 5, 3, 1, 4, 3, 5, 0]"
"at((3, 0),_u0). at((2, 3),_u1). at((1, 5),_u2). at((6, 2),_u3). at((0, 7),_u4). at((6, 6),_u5). at((6, 4),_u6).",sat.,"[28225, 19090, 25530, 26644, 31252, 28456, 28457]","[4, 1, 2, 3, 5, 0, 0]"
"at((0, 7),_u0). at((3, 5),_u1). at((2, 0),_u2). at((5, 2),_u3). at((3, 2),_u4). at((6, 6),_u5). at((5, 0),_u6). at((1, 5),_u7). at((2, 5),_u8). at((4, 5),_u9).",sat.,"[25533, 26651, 31253, 28227, 28466, 19091, 28486, 31266, 28237, 26662]","[2, 3, 5, 4, 0, 1, 0, 5, 4, 3]"
"at((5, 3),_u0). at((1, 2),_u1). at((3, 0),_u2). at((7, 2),_u3). at((1, 4),_u4). at((6, 5),_u5). at((1, 1),_u6). at((1, 6),_u7). at((4, 7),_u8).",sat.,"[19093, 28243, 25548, 26671, 28489, 31287, 31290, 28505, 25551]","[1, 4, 2, 3, 0, 5, 5, 0, 2]"
"at((2, 6),_u0). at((6, 3),_u1). at((7, 3),_u2). at((0, 2),_u3). at((3, 1),_u4). at((5, 0),_u5). at((6, 0),_u6). at((4, 7),_u7). at((1, 0),_u8).",sat.,"[25564, 28248, 26674, 28510, 19094, 31301, 28253, 19096, 31302]","[2, 4, 3, 0, 1, 5, 4, 1, 5]"
"at((5, 0),_u0). at((7, 7),_u1). at((1, 7),_u2). at((2, 1),_u3). at((2, 4),_u4). at((0, 3),_u5). at((4, 7),_u6). at((6, 4),_u7). at((4, 5),_u8). at((4, 4),_u9).",sat.,"[19099, 31316, 28519, 28290, 26678, 25570, 31328, 28540, 26691, 28304]","[1, 5, 0, 4, 3, 2, 5, 0, 3, 4]"
"at((6, 0),_u0). at((3, 7),_u1). at((5, 6),_u2). at((1, 1),_u3). at((2, 5),_u4). at((5, 0),_u5). at((7, 0),_u6). at((0, 3),_u7).",sat.,"[26692, 28543, 31335, 19100, 25571, 28310, 31344, 25574]","[3, 0, 5, 1, 2, 4, 5, 2]"
"at((4, 2),_u0). at((0, 6),_u1). at((5, 0),_u2). at((2, 7),_u3). at((3, 5),_u4). at((1, 2),_u5). at((7, 4),_u6).",sat.,"[31346, 25591, 28546, 26694, 19102, 28311, 19122]","[5, 2, 0, 3, 1, 4, 1]"
"at((0, 5),_u0). at((5, 1),_u1). at((7, 4),_u2). at((2, 6),_u3). at((1, 1),_u4). at((3, 1),_u5). at((4, 0),_u6). at((5, 7),_u7).",sat.,"[25609, 28312, 19136, 26702, 28565, 31352, 25617, 28593]","[2, 4, 1, 3, 0, 5, 2, 0]"
"at((1, 4),_u0). at((6, 0),_u1). at((7, 5),_u2). at((1, 3),_u3). at((1, 2),_u4). at((2, 7),_u5). at((0, 1),_u6).",sat.,"[28327, 19139, 25618, 26710, 31402, 28607, 25627]","[4, 1, 2, 3, 5, 0, 2]"
"at((2, 1),_u0). at((7, 3),_u1). at((3, 4),_u2). at((0, 4),_u3). at((3, 6),_u4). at((6, 0),_u5).",sat.,"[25632, 28612, 31413, 26711, 28363, 19145]","[2, 0, 5, 3, 4, 1]"
"at((0, 6),_u0). at((5, 0),_u1). at((7, 5),_u2). at((2, 2),_u3). at((7, 1),_u4). at((3, 4),_u5). at((3, 2),_u6). at((3, 7),_u7). at((7, 4),_u8). at((7, 3),_u9).",sat.,"[19150, 25658, 28373, 26715, 31415, 28627, 31418, 28628, 26724, 28393]","[1, 2, 4, 3, 5, 0, 5, 0, 3, 4]"
"at((2, 0),_u0). at((7, 3),_u1). at((5, 2),_u2). at((2, 4),_u3). at((0, 0),_u4). at((4, 7),_u5). at((6, 5),_u6). at((7, 1),_u7).",sat.,"[31424, 28647, 19158, 26732, 28398, 25663, 28667, 26739]","[5, 0, 1, 3, 4, 2, 0, 3]"
"at((5, 0),_u0). at((7, 0),_u1). at((3, 5),_u2). at((2, 2),_u3). at((6, 7),_u4). at((7, 5),_u5). at((1, 0),_u6). at((3, 0),_u7). at((7, 3),_u8). at((0, 6),_u9).",sat.,"[26744, 28426, 31434, 19167, 25672, 28671, 28690, 31435, 28442, 19168]","[3, 4, 5, 1, 2, 0, 0, 5, 4, 1]"
"at((0, 5),_u0). at((3, 5),_u1). at((4, 2),_u2). at((1, 0),_u3). at((5, 1),_u4). at((7, 5),_u5). at((6, 1),_u6). at((2, 3),_u7). at((3, 7),_u8). at((5, 5),_u9).",sat.,"[31442, 26781, 25677, 19176, 28449, 28692, 26783, 25683, 28714, 28461]","[5, 3, 2, 1, 4, 0, 3, 2, 0, 4]"
"at((1, 4),_u0). at((2, 0),_u1). at((5, 1),_u2). at((4, 4),_u3). at((7, 2),_u4). at((0, 7),_u5). at((6, 7),_u6). at((3, 7),_u7).",sat.,"[28462, 25691, 31455, 28725, 19188, 26809, 28740, 26824]","[4, 2, 5, 0, 1, 3, 0, 3]"
"at((7, 5),_u0). at((4, 1),_u1). at((1, 6),_u2). at((2, 2),_u3). at((4, 7),_u4). at((5, 3),_u5). at((6, 4),_u6). at((4, 6),_u7).",sat.,"[31472, 26825, 28746, 19211, 28464, 25700, 25717, 28468]","[5, 3, 0, 1, 4, 2, 2, 4]"
"at((1, 3),_u0). at((0, 5),_u1). at((7, 4),_u2). at((4, 2),_u3). at((4, 1),_u4). at((6, 6),_u5). at((2, 1),_u6). at((5, 6),_u7).",sat.,"[19227, 28755, 25718, 31473, 28487, 26830, 28763, 28492]","[1, 0, 2, 5, 4, 3, 0, 4]"
"at((4, 4),_u0). at((5, 2),_u1). at((7, 6),_u2). at((2, 4),_u3). at((0, 5),_u4). at((6, 7),_u5). at((3, 4),_u6).",sat.,"[26831, 28771, 25732, 31489, 19243, 28493, 28500]","[3, 0, 2, 5, 1, 4, 4]"
"at((6, 0),_u0). at((4, 4),_u1). at((0, 3),_u2). at((3, 7),_u3). at((6, 5),_u4). at((0, 6),_u5). at((1, 3),_u6). at((2, 3),_u7). at((1, 1),_u8).",sat.,"[28501, 25735, 26849, 19265, 31495, 28772, 26866, 31496, 28784]","[4, 2, 3, 1, 5, 0, 3, 5, 0]"
"at((2, 4),_u0). at((2, 2),_u1). at((5, 7),_u2). at((0, 5),_u3). at((5, 4),_u4). at((6, 3),_u5). at((7, 1),_u6). at((3, 4),_u7). at((1, 0),_u8). at((3, 7),_u9).",sat.,"[31499, 26871, 28809, 19273, 28509, 25752, 19278, 26878, 25780, 31519]","[5, 3, 0, 1, 4, 2, 1, 3, 2, 5]"
"at((2, 0),_u0). at((4, 3),_u1). at((6, 1),_u2). at((1, 7),_u3). at((7, 7),_u4). at((1, 5),_u5). at((5, 7),_u6). at((7, 2),_u7).",sat.,"[19282, 25787, 28517, 31520, 28814, 26880, 26909, 28518]","[1, 2, 4, 5, 0, 3, 3, 4]"
"at((7, 2),_u0). at((2, 3),_u1). at((2, 6),_u2). at((2, 0),_u3). at((4, 6),_u4). at((5, 5),_u5).",sat.,"[19289, 28816, 28551, 26928, 31545, 25804]","[1, 0, 4, 3, 5, 2]"
"at((3, 5),_u0). at((2, 1),_u1). at((2, 3),_u2). at((6, 4),_u3). at((0, 7),_u4). at((7, 4),_u5). at((6, 1),_u6).",sat.,"[19297, 28818, 26929, 31554, 25807, 28556, 28573]","[1, 0, 3, 5, 2, 4, 4]"
"at((1, 1),_u0). at((3, 6),_u1). at((6, 4),_u2). at((5, 6),_u3). at((0, 6),_u4). at((2, 7),_u5). at((7, 0),_u6). at((5, 2),_u7).",sat.,"[19304, 28578, 31584, 26942, 28821, 25827, 31590, 28824]","[1, 4, 5, 3, 0, 2, 5, 0]"
"at((1, 5),_u0). at((0, 7),_u1). at((5, 2),_u2). at((2, 3),_u3). at((6, 6),_u4). at((3, 0),_u5).",sat.,"[31615, 28835, 28584, 26943, 19305, 25838]","[5, 0, 4, 3, 1, 2]"
"at((7, 6),_u0). at((4, 7),_u1). at((2, 0),_u2). at((5, 0),_u3). at((3, 7),_u4). at((6, 2),_u5). at((1, 5),_u6). at((5, 4),_u7). at((3, 0),_u8). at((2, 4),_u9). at((0, 1),_u10).",sat.,"[25854, 26965, 31618, 28840, 28588, 19323, 31637, 28855, 26975, 28599, 25902]","[2, 3, 5, 0, 4, 1, 5, 0, 3, 4, 2]"
"at((2, 1),_u0). at((5, 3),_u1). at((3, 4),_u2). at((4, 6),_u3). at((0, 3),_u4). at((6, 0),_u5). at((1, 5),_u6). at((7, 2),_u7). at((4, 1),_u8).",sat.,"[28600, 28875, 19339, 26981, 31644, 25907, 25912, 31649, 26989]","[4, 0, 1, 3, 5, 2, 2, 5, 3]"
"at((2, 0),_u0). at((0, 3),_u1). at((7, 6),_u2). at((0, 7),_u3). at((3, 7),_u4). at((6, 2),_u5). at((3, 3),_u6). at((7, 4),_u7). at((1, 1),_u8). at((5, 6),_u9). at((0, 5),_u10).",sat.,"[25916, 28888, 28610, 26998, 31650, 19346, 28614, 28895, 25920, 31651, 27022]","[2, 0, 4, 3, 5, 1, 4, 0, 2, 5, 3]"
"at((4, 1),_u0). at((3, 0),_u1). at((6, 2),_u2). at((5, 7),_u3). at((0, 6),_u4). at((0, 4),_u5). at((0, 5),_u6). at((7, 0),_u7).",sat.,"[25923, 28615, 28896, 19355, 31682, 27031, 28635, 28904]","[2, 4, 0, 1, 5, 3, 4, 0]"
"at((7, 4),_u0). at((2, 4),_u1). at((3, 1),_u2). at((6, 2),_u3). at((0, 4),_u4). at((5, 6),_u5). at((1, 0),_u6). at((2, 5),_u7).",sat.,"[28910, 27032, 25927, 19381, 31687, 28652, 25939, 27047]","[0, 3, 2, 1, 5, 4, 2, 3]"
"at((4, 4),_u0). at((2, 5),_u1). at((7, 2),_u2). at((5, 7),_u3). at((1, 0),_u4). at((0, 6),_u5). at((1, 3),_u6). at((3, 0),_u7).",sat.,"[25974, 28923, 27060, 31694, 28655, 19388, 31702, 27067]","[2, 0, 3, 5, 4, 1, 5, 3]"
"at((6, 2),_u0). at((2, 5),_u1). at((5, 0),_u2). at((0, 7),_u3). at((3, 1),_u4). at((1, 2),_u5). at((7, 6),_u6). at((6, 3),_u7). at((4, 5),_u8). at((1, 5),_u9).",sat.,"[27075, 28669, 25991, 28945, 19394, 31734, 28946, 31746, 28683, 27078]","[3, 4, 2, 0, 1, 5, 0, 5, 4, 3]"
"at((4, 5),_u0). at((5, 1),_u1). at((4, 7),_u2). at((0, 0),_u3). at((1, 5),_u4). at((6, 4),_u5). at((4, 1),_u6). at((2, 5),_u7). at((7, 6),_u8).",sat.,"[27084, 28691, 28965, 25994, 31756, 19400, 28700, 31763, 26006]","[3, 4, 0, 2, 5, 1, 4, 5, 2]"
"at((4, 5),_u0). at((2, 4),_u1). at((5, 0),_u2). at((2, 0),_u3). at((7, 6),_u4). at((0, 4),_u5). at((3, 7),_u6).",sat.,"[19410, 28968, 28703, 27095, 26011, 31768, 28971]","[1, 0, 4, 3, 2, 5, 0]"
"at((4, 3),_u0). at((0, 7),_u1). at((6, 5),_u2). at((1, 3),_u3). at((0, 1),_u4). at((2, 0),_u5). at((7, 6),_u6).",sat.,"[28973, 28705, 26012, 27115, 31772, 19411, 31779]","[0, 4, 2, 3, 5, 1, 5]"
"at((3, 7),_u0). at((1, 7),_u1). at((1, 2),_u2). at((6, 6),_u3). at((5, 4),_u4). at((1, 5),_u5). at((7, 0),_u6). at((2, 2),_u7). at((4, 1),_u8).",sat.,"[28992, 27132, 31782, 26031, 19420, 28706, 28993, 31795, 19421]","[0, 3, 5, 2, 1, 4, 0, 5, 1]"
"at((4, 1),_u0). at((0, 2),_u1). at((2, 7),_u2). at((7, 0),_u3). at((6, 5),_u4). at((2, 4),_u5). at((2, 1),_u6). at((5, 3),_u7). at((3, 6),_u8). at((0, 4),_u9).",sat.,"[27133, 29034, 28747, 19440, 26046, 31819, 31820, 19441, 26075, 27135]","[3, 0, 4, 1, 2, 5, 5, 1, 2, 3]"
"at((1, 5),_u0). at((3, 2),_u1). at((7, 7),_u2). at((0, 3),_u3). at((4, 0),_u4). at((0, 1),_u5). at((6, 4),_u6). at((1, 7),_u7). at((5, 6),_u8). at((7, 1),_u9). at((0, 7),_u10). at((1, 1),_u11). at((2, 7),_u12).",sat.,"[27140, 19446, 29039, 31821, 26083, 28767, 19452, 28799, 26093, 29044, 27143, 31838, 31863]","[3, 1, 0, 5, 2, 4, 1, 4, 2, 0, 3, 5, 5]"
"at((3, 1),_u0). at((5, 6),_u1). at((3, 3),_u2). at((1, 7),_u3). at((7, 4),_u4). at((3, 6),_u5). at((5, 1),_u6). at((0, 0),_u7). at((2, 1),_u8). at((4, 6),_u9). at((6, 6),_u10).",sat.,"[28800, 31875, 29052, 19461, 26120, 27152, 29055, 26121, 27160, 28806, 31886]","[4, 5, 0, 1, 2, 3, 0, 2, 3, 4, 5]"
"at((5, 6),_u0). at((7, 7),_u1). at((6, 0),_u2). at((1, 4),_u3). at((3, 3),_u4). at((6, 3),_u5). at((0, 2),_u6). at((4, 0),_u7). at((2, 1),_u8). at((3, 5),_u9).",sat.,"[19482, 26146, 28823, 27167, 29056, 31891, 26157, 27172, 31900, 29067]","[1, 2, 4, 3, 0, 5, 2, 3, 5, 0]"
"at((1, 6),_u0). at((3, 7),_u1). at((4, 2),_u2). at((6, 7),_u3). at((0, 0),_u4). at((5, 7),_u5). at((2, 1),_u6). at((7, 3),_u7).",sat.,"[27173, 29074, 19486, 28843, 26161, 31921, 19507, 28860]","[3, 0, 1, 4, 2, 5, 1, 4]"
"at((7, 3),_u0). at((6, 1),_u1). at((3, 4),_u2). at((2, 0),_u3). at((1, 7),_u4).",sat.,"[31926, 29101, 26164, 27183, 28863]","[5, 0, 2, 3, 4]"
"at((7, 7),_u0). at((1, 3),_u1). at((7, 4),_u2). at((5, 1),_u3). at((2, 6),_u4). at((6, 0),_u5). at((0, 5),_u6). at((7, 3),_u7). at((3, 3),_u8). at((1, 1),_u9).",sat.,"[29102, 27211, 31929, 28866, 19510, 26170, 26201, 31944, 29119, 28907]","[0, 3, 5, 4, 1, 2, 2, 5, 0, 4]"
"at((7, 3),_u0). at((1, 6),_u1). at((5, 7),_u2). at((2, 1),_u3). at((5, 0),_u4). at((4, 5),_u5). at((0, 0),_u6).",sat.,"[26213, 27212, 29128, 19516, 28914, 31946, 27214]","[2, 3, 0, 1, 4, 5, 3]"
"at((4, 3),_u0). at((0, 4),_u1). at((5, 7),_u2). at((6, 2),_u3). at((1, 0),_u4). at((7, 7),_u5). at((3, 5),_u6). at((2, 3),_u7). at((2, 7),_u8). at((1, 7),_u9).",sat.,"[29148, 19517, 28917, 26221, 31953, 27238, 26224, 27248, 31976, 28919]","[0, 1, 4, 2, 5, 3, 2, 3, 5, 4]"
"at((5, 2),_u0). at((4, 4),_u1). at((7, 6),_u2). at((6, 0),_u3). at((2, 1),_u4). at((3, 7),_u5). at((0, 3),_u6). at((7, 2),_u7). at((0, 6),_u8). at((2, 3),_u9).",sat.,"[27261, 29151, 31979, 26237, 28938, 19526, 29177, 27274, 28942, 31982]","[3, 0, 5, 2, 4, 1, 0, 3, 4, 5]"
"at((1, 0),_u0). at((7, 2),_u1). at((4, 0),_u2). at((0, 4),_u3). at((4, 6),_u4). at((6, 0),_u5). at((1, 7),_u6). at((3, 0),_u7). at((5, 6),_u8). at((2, 3),_u9). at((6, 6),_u10).",sat.,"[29187, 19528, 28948, 26245, 27279, 31999, 29190, 27282, 32001, 26265, 28963]","[0, 1, 4, 2, 3, 5, 0, 3, 5, 2, 4]"
"at((7, 7),_u0). at((1, 1),_u1). at((5, 4),_u2). at((3, 4),_u3). at((4, 2),_u4). at((2, 6),_u5). at((0, 3),_u6). at((3, 0),_u7).",sat.,"[28976, 26280, 27287, 29199, 19544, 32023, 26312, 29203]","[4, 2, 3, 0, 1, 5, 2, 0]"
"at((6, 1),_u0). at((2, 7),_u1). at((0, 4),_u2). at((5, 5),_u3). at((7, 4),_u4). at((1, 0),_u5). at((0, 1),_u6).",sat.,"[28980, 19552, 32026, 27313, 29205, 26325, 28996]","[4, 1, 5, 3, 0, 2, 4]"
"at((5, 2),_u0). at((0, 3),_u1). at((5, 4),_u2). at((2, 6),_u3). at((0, 7),_u4). at((7, 0),_u5). at((3, 1),_u6). at((5, 7),_u7).",sat.,"[29211, 29007, 27316, 19555, 32039, 26326, 19598, 29011]","[0, 4, 3, 1, 5, 2, 1, 4]"
"at((3, 2),_u0). at((3, 4),_u1). at((5, 7),_u2). at((7, 1),_u3). at((0, 0),_u4). at((2, 4),_u5). at((4, 5),_u6).",sat.,"[27333, 29024, 29230, 19613, 26329, 32040, 26330]","[3, 4, 0, 1, 2, 5, 2]"
"at((3, 0),_u0). at((5, 7),_u1). at((4, 4),_u2). at((7, 4),_u3). at((1, 5),_u4). at((6, 1),_u5). at((4, 2),_u6). at((1, 4),_u7). at((0, 6),_u8). at((1, 2),_u9). at((6, 2),_u10).",sat.,"[26333, 19614, 29235, 32052, 29046, 27349, 29243, 27362, 26340, 29047, 32059]","[2, 1, 0, 5, 4, 3, 0, 3, 2, 4, 5]"
"at((7, 2),_u0). at((0, 5),_u1). at((3, 7),_u2). at((1, 1),_u3). at((2, 4),_u4). at((4, 3),_u5). at((5, 0),_u6). at((7, 4),_u7).",sat.,"[29054, 29250, 26341, 27366, 32060, 19622, 32074, 29262]","[4, 0, 2, 3, 5, 1, 5, 0]"
"at((2, 3),_u0). at((7, 4),_u1). at((0, 6),_u2). at((6, 1),_u3). at((5, 5),_u4). at((4, 2),_u5). at((3, 5),_u6). at((4, 0),_u7). at((1, 7),_u8). at((0, 2),_u9). at((6, 5),_u10).",sat.,"[19623, 26348, 29063, 29263, 27389, 32080, 32090, 27419, 26355, 29283, 29075]","[1, 2, 4, 0, 3, 5, 5, 3, 2, 0, 4]"
"at((4, 2),_u0). at((6, 7),_u1). at((4, 0),_u2). at((2, 6),_u3). at((0, 2),_u4). at((7, 0),_u5). at((1, 4),_u6). at((0, 1),_u7). at((5, 5),_u8). at((7, 2),_u9). at((0, 0),_u10).",sat.,"[29311, 26357, 29115, 19626, 27420, 32107, 19630, 29122, 26431, 27423, 32132]","[0, 2, 4, 1, 3, 5, 1, 4, 2, 3, 5]"
"at((4, 3),_u0). at((2, 6),_u1). at((0, 2),_u2). at((7, 4),_u3). at((6, 0),_u4). at((5, 5),_u5). at((3, 1),_u6). at((7, 2),_u7). at((7, 6),_u8).",sat.,"[26434, 29336, 29123, 27435, 19639, 32134, 19640, 27443, 32136]","[2, 0, 4, 3, 1, 5, 1, 3, 5]"
"at((6, 4),_u0). at((2, 3),_u1). at((6, 6),_u2). at((7, 1),_u3). at((5, 1),_u4). at((0, 7),_u5). at((1, 0),_u6).",sat.,"[29130, 26447, 29341, 27467, 32141, 19643, 27478]","[4, 2, 0, 3, 5, 1, 3]"
"at((4, 1),_u0). at((7, 0),_u1). at((5, 7),_u2). at((7, 2),_u3). at((2, 6),_u4). at((6, 5),_u5). at((1, 0),_u6). at((3, 4),_u7). at((7, 3),_u8). at((0, 3),_u9).",sat.,"[29135, 29345, 19651, 27480, 26454, 32154, 29364, 26461, 32156, 27486]","[4, 0, 1, 3, 2, 5, 0, 2, 5, 3]"
"at((3, 5),_u0). at((1, 0),_u1). at((7, 4),_u2). at((0, 4),_u3). at((4, 2),_u4). at((0, 7),_u5). at((7, 7),_u6). at((2, 3),_u7). at((5, 1),_u8). at((7, 6),_u9). at((7, 2),_u10). at((4, 7),_u11).",sat.,"[19652, 26468, 29141, 29368, 32168, 27518, 27527, 19671, 26477, 29166, 29374, 32198]","[1, 2, 4, 0, 5, 3, 3, 1, 2, 4, 0, 5]"
"at((4, 2),_u0). at((7, 7),_u1). at((6, 2),_u2). at((3, 0),_u3). at((7, 6),_u4). at((1, 4),_u5). at((2, 2),_u6). at((0, 7),_u7).",sat.,"[27534, 32200, 29378, 26504, 29193, 19674, 32214, 29386]","[3, 5, 0, 2, 4, 1, 5, 0]"
"at((3, 0),_u0). at((5, 4),_u1). at((3, 2),_u2). at((3, 3),_u3). at((6, 1),_u4). at((7, 6),_u5). at((0, 3),_u6). at((2, 7),_u7).",sat.,"[29388, 26509, 32217, 27540, 19691, 29196, 29394, 26522]","[0, 2, 5, 3, 1, 4, 0, 2]"
"at((7, 5),_u0). at((4, 3),_u1). at((0, 2),_u2). at((3, 0),_u3). at((7, 6),_u4). at((2, 7),_u5). at((5, 1),_u6). at((1, 4),_u7). at((2, 1),_u8). at((5, 6),_u9). at((7, 1),_u10).",sat.,"[32233, 29395, 19724, 26533, 29206, 27541, 29405, 19731, 32248, 27553, 29207]","[5, 0, 1, 2, 4, 3, 0, 1, 5, 3, 4]"
"at((3, 0),_u0). at((5, 6),_u1). at((6, 5),_u2). at((4, 7),_u3). at((7, 3),_u4). at((0, 2),_u5). at((1, 7),_u6). at((0, 4),_u7). at((4, 2),_u8).",sat.,"[29409, 29218, 26540, 32254, 19735, 27560, 29414, 32258, 27570]","[0, 4, 2, 5, 1, 3, 0, 5, 3]"
"at((1, 1),_u0). at((0, 5),_u1). at((5, 3),_u2). at((4, 0),_u3). at((3, 7),_u4). at((3, 5),_u5). at((6, 2),_u6). at((7, 5),_u7).",sat.,"[19742, 29420, 29228, 26541, 27573, 32277, 29241, 29421]","[1, 0, 4, 2, 3, 5, 4, 0]"
"at((7, 1),_u0). at((7, 3),_u1). at((3, 7),_u2). at((2, 2),_u3). at((1, 6),_u4). at((0, 1),_u5). at((4, 3),_u6). at((5, 0),_u7).",sat.,"[29438, 29251, 32283, 19749, 26562, 27589, 29446, 26577]","[0, 4, 5, 1, 2, 3, 0, 2]"
"at((7, 1),_u0). at((4, 6),_u1). at((1, 0),_u2). at((6, 5),_u3). at((2, 7),_u4). at((0, 6),_u5). at((1, 2),_u6). at((3, 4),_u7). at((4, 0),_u8). at((5, 3),_u9). at((1, 4),_u10).",sat.,"[29252, 27610, 29456, 26585, 19751, 32287, 29468, 32290, 29256, 26595, 27625]","[4, 3, 0, 2, 1, 5, 0, 5, 4, 2, 3]"
"at((0, 1),_u0). at((3, 6),_u1). at((6, 2),_u2). at((2, 4),_u3). at((7, 7),_u4). at((7, 5),_u5). at((1, 7),_u6). at((1, 0),_u7).",sat.,"[32303, 19753, 29469, 26613, 29258, 27640, 29471, 29271]","[5, 1, 0, 2, 4, 3, 0, 4]"
"at((0, 4),_u0). at((3, 7),_u1). at((2, 0),_u2). at((6, 1),_u3). at((6, 2),_u4). at((6, 5),_u5). at((3, 3),_u6). at((1, 3),_u7). at((5, 7),_u8).",sat.,"[26624, 29474, 19765, 29291, 27644, 32322, 29477, 29321, 32323]","[2, 0, 1, 4, 3, 5, 0, 4, 5]"
"at((2, 1),_u0). at((7, 5),_u1). at((4, 7),_u2). at((1, 0),_u3). at((0, 4),_u4). at((0, 6),_u5). at((5, 2),_u6). at((0, 0),_u7). at((6, 7),_u8). at((3, 6),_u9). at((6, 0),_u10).",sat.,"[26626, 19768, 32324, 29339, 27645, 29478, 19776, 32343, 27649, 29340, 29488]","[2, 1, 5, 4, 3, 0, 1, 5, 3, 4, 0]"
"at((4, 3),_u0). at((3, 5),_u1). at((6, 7),_u2). at((7, 3),_u3). at((0, 0),_u4). at((7, 2),_u5). at((5, 1),_u6). at((1, 4),_u7). at((4, 2),_u8). at((2, 2),_u9). at((7, 5),_u10).",sat.,"[27651, 29490, 19782, 29358, 26630, 32344, 26632, 19804, 29367, 29497, 32348]","[3, 0, 1, 4, 2, 5, 2, 1, 4, 0, 5]"
"at((7, 0),_u0). at((7, 3),_u1). at((3, 5),_u2). at((2, 2),_u3). at((4, 7),_u4). at((6, 4),_u5). at((5, 1),_u6). at((6, 3),_u7).",sat.,"[29498, 29372, 27666, 19816, 26635, 32354, 26638, 27670]","[0, 4, 3, 1, 2, 5, 2, 3]"
"at((7, 6),_u0). at((6, 1),_u1). at((4, 5),_u2). at((2, 7),_u3). at((0, 2),_u4). at((0, 4),_u5). at((6, 2),_u6). at((3, 3),_u7).",sat.,"[19830, 32362, 29515, 26646, 29385, 27671, 27675, 29520]","[1, 5, 0, 2, 4, 3, 3, 0]"
"at((6, 1),_u0). at((7, 5),_u1). at((5, 3),_u2). at((1, 4),_u3). at((2, 7),_u4). at((1, 1),_u5). at((6, 0),_u6). at((4, 6),_u7). at((1, 2),_u8). at((3, 3),_u9).",sat.,"[27690, 26649, 29540, 32372, 19837, 29418, 29429, 19841, 32386, 29541]","[3, 2, 0, 5, 1, 4, 4, 1, 5, 0]"
"at((2, 7),_u0). at((0, 2),_u1). at((0, 0),_u2). at((4, 1),_u3). at((7, 0),_u4). at((5, 2),_u5). at((6, 5),_u6). at((3, 0),_u7).",sat.,"[19850, 29559, 27691, 26658, 29435, 32393, 32394, 29442]","[1, 0, 3, 2, 4, 5, 5, 4]"
"at((7, 7),_u0). at((6, 2),_u1). at((3, 5),_u2). at((0, 4),_u3). at((1, 0),_u4). at((4, 1),_u5). at((5, 7),_u6). at((7, 5),_u7). at((0, 7),_u8).",sat.,"[29444, 29560, 32397, 27701, 19880, 26669, 29461, 32415, 27718]","[4, 0, 5, 3, 1, 2, 4, 5, 3]"
"at((6, 3),_u0). at((7, 0),_u1). at((3, 6),_u2). at((2, 3),_u3). at((1, 1),_u4). at((0, 7),_u5). at((4, 2),_u6). at((0, 3),_u7). at((6, 5),_u8). at((0, 4),_u9).",sat.,"[32445, 26688, 29562, 27726, 19884, 29467, 19894, 32488, 29484, 27741]","[5, 2, 0, 3, 1, 4, 1, 5, 4, 3]"
"at((3, 7),_u0). at((0, 0),_u1). at((7, 2),_u2). at((3, 4),_u3). at((4, 7),_u4). at((1, 5),_u5). at((5, 2),_u6). at((7, 6),_u7). at((6, 1),_u8).",sat.,"[32492, 19897, 29485, 29564, 27755, 26689, 32501, 27763, 26690]","[5, 1, 4, 0, 3, 2, 5, 3, 2]"
"at((6, 4),_u0). at((1, 3),_u1). at((3, 6),_u2). at((0, 1),_u3). at((5, 1),_u4). at((2, 1),_u5). at((7, 7),_u6).",sat.,"[26718, 19898, 29503, 27783, 32506, 29570, 27784]","[2, 1, 4, 3, 5, 0, 3]"
